,Loyalty Number,Country,Province,City,Postal Code,Education,Salary,Marital Status,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed,Gender_Female,Gender_Male,Loyalty Card_Aurora,Loyalty Card_Nova,Loyalty Card_Star
1789,499482,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,100483.0,Married,8131.78,2018 Promotion,2018,3,,,22198,77,37,50387,75580.5,0,0,False,True,True,False,False
1790,744711,Canada,British Columbia,Victoria,V10 6T5,College,,Single,8150.57,2018 Promotion,2018,4,,,22198,77,65,94797,142195.5,0,0,True,False,True,False,False
1791,475233,Canada,New Brunswick,Fredericton,E3B 2H2,College,,Married,6715.29,Standard,2013,9,,,48420,156,31,47491,47491.0,1479,267,True,False,True,False,False
1792,715184,Canada,Quebec,Tremblant,H5Y 2S9,College,,Married,6715.29,Standard,2017,9,,,48420,156,14,22900,22900.0,0,0,True,False,True,False,False
1793,775768,Canada,British Columbia,Vancouver,V6E 3Z3,Master,107927.0,Married,6715.59,Standard,2012,6,,,96840,312,94,157231,157231.0,2628,474,False,True,True,False,False
1794,474305,Canada,Manitoba,Winnipeg,R2C 0M5,Bachelor,58623.0,Married,6721.89,Standard,2013,1,,,96840,312,62,92768,92768.0,2510,451,False,True,True,False,False
1795,583565,Canada,Quebec,Quebec City,G1B 3L5,College,,Single,6722.7,Standard,2012,7,,,48420,156,48,80106,80106.0,2946,531,True,False,True,False,False
1796,907038,Canada,Ontario,Sudbury,M5V 1G5,College,,Single,6725.04,Standard,2017,12,,,48420,156,23,26909,26909.0,506,91,True,False,True,False,False
1797,204375,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,60758.0,Married,6727.62,Standard,2014,10,,,48420,156,17,21741,21741.0,0,0,True,False,True,False,False
1798,788515,Canada,Quebec,Hull,J8Y 3Z5,College,,Single,6729.87,Standard,2016,5,,,48420,156,31,44069,44069.0,368,66,False,True,True,False,False
1799,580508,Canada,Nova Scotia,Halifax,B3J 9S2,College,,Single,6731.05,Standard,2018,5,,,48420,156,53,61746,61746.0,2086,375,True,False,True,False,False
1800,746235,Canada,Quebec,Montreal,H2T 9K8,College,,Single,6732.2,Standard,2015,3,2015.0,6.0,48420,156,0,0,0.0,0,0,False,True,True,False,False
1801,926106,Canada,British Columbia,West Vancouver,V6V 8Z3,College,,Single,6732.2,Standard,2013,11,,,48420,156,45,64770,64770.0,2416,435,True,False,True,False,False
1802,531976,Canada,British Columbia,Dawson Creek,U5I 4F1,College,,Single,6732.97,Standard,2014,12,,,48420,156,43,63604,63604.0,673,121,False,True,True,False,False
1803,246421,Canada,British Columbia,Dawson Creek,U5I 4F1,Bachelor,91784.0,Married,8161.58,2018 Promotion,2018,4,,,22198,77,87,140602,210903.0,1016,183,True,False,True,False,False
1804,899287,Canada,Ontario,Toronto,M2P 4F6,College,,Single,6743.12,Standard,2017,4,,,48420,156,33,51355,51355.0,627,113,False,True,True,False,False
1805,642901,Canada,British Columbia,Victoria,V10 6T5,College,,Single,6745.25,Standard,2016,12,,,48420,156,39,52008,52008.0,547,98,False,True,True,False,False
1806,164224,Canada,British Columbia,Dawson Creek,U5I 4F1,College,,Single,8324.23,2018 Promotion,2018,2,,,22198,77,24,36148,54222.0,390,70,True,False,True,False,False
1807,658310,Canada,Quebec,Montreal,H2Y 4R4,Bachelor,83369.0,Married,6746.43,Standard,2013,8,,,48420,156,24,39631,39631.0,0,0,True,False,True,False,False
1808,267474,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,81975.0,Single,6748.23,Standard,2014,5,,,48420,156,28,34188,34188.0,561,101,False,True,True,False,False
1809,822555,Canada,British Columbia,Vancouver,V6E 3D9,College,,Married,6751.44,Standard,2013,4,,,48420,156,45,71854,71854.0,1985,358,False,True,True,False,False
1810,675057,Canada,Ontario,Trenton,K8V 4B2,Bachelor,64259.0,Single,6753.43,Standard,2013,3,,,48420,156,36,62002,62002.0,0,0,True,False,True,False,False
1811,849330,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,64259.0,Single,6753.43,Standard,2012,12,,,48420,156,41,71245,71245.0,0,0,False,True,True,False,False
1812,796541,Canada,Ontario,Ottawa,K1F 2R2,Bachelor,53772.0,Married,6755.08,Standard,2016,7,,,48420,156,38,60502,60502.0,756,136,False,True,True,False,False
1813,183224,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,66210.0,Married,6756.06,Standard,2014,11,,,48420,156,43,68716,68716.0,407,73,False,True,True,False,False
1814,283709,Canada,Nova Scotia,Halifax,B3C 2M8,Bachelor,66210.0,Married,6756.06,Standard,2017,9,,,48420,156,23,44575,44575.0,620,112,True,False,True,False,False
1815,319092,Canada,British Columbia,Whistler,V6T 1Y8,College,,Single,6758.81,Standard,2016,7,2017.0,3.0,48420,156,7,14270,14270.0,0,0,False,True,True,False,False
1816,845488,Canada,Quebec,Montreal,H2T 9K8,College,,Single,6758.81,Standard,2017,8,,,48420,156,19,26020,26020.0,1202,216,False,True,True,False,False
1817,181498,Canada,Ontario,Toronto,P1L 8X8,Bachelor,61449.0,Married,6762.08,Standard,2013,12,2014.0,8.0,48420,156,0,0,0.0,0,0,False,True,True,False,False
1818,337818,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,61449.0,Married,6762.08,Standard,2014,10,,,48420,156,57,90016,90016.0,1801,324,False,True,True,False,False
1819,271043,Canada,Ontario,Ottawa,K1G 4Z0,Bachelor,75105.0,Married,6765.8,Standard,2014,10,,,48420,156,42,61789,61789.0,1031,186,False,True,True,False,False
1820,451183,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,46575.0,Married,6766.56,Standard,2017,1,2017.0,9.0,48420,156,9,16780,16780.0,0,0,False,True,True,False,False
1821,659882,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,60920.0,Married,6767.81,Standard,2016,8,2018.0,5.0,48420,156,26,36261,36261.0,746,135,True,False,True,False,False
1822,734727,Canada,Quebec,Tremblant,H5Y 2S9,College,,Single,6778.84,Standard,2015,7,,,48420,156,46,72782,72782.0,385,69,True,False,True,False,False
1823,939103,Canada,Quebec,Montreal,H2T 2J6,College,,Single,6788.08,Standard,2016,12,,,48420,156,45,54650,54650.0,3567,642,False,True,True,False,False
1824,981434,Canada,British Columbia,Vancouver,V1E 4R6,High School or Below,55812.0,Single,6796.84,Standard,2013,1,,,48420,156,38,47309,47309.0,0,0,False,True,True,False,False
1825,939319,Canada,Saskatchewan,Regina,S1J 3C5,Bachelor,55701.0,Single,6798.27,Standard,2013,2,,,48420,156,49,79811,79811.0,435,78,True,False,True,False,False
1826,211524,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,63926.0,Married,6803.6,Standard,2018,1,,,48420,156,29,40931,40931.0,1432,258,True,False,True,False,False
1827,404920,Canada,Ontario,Toronto,M2Z 4K1,College,,Single,6803.62,Standard,2016,7,,,48420,156,20,24939,24939.0,1112,200,False,True,True,False,False
1828,380059,Canada,Ontario,Toronto,M1R 4K3,Bachelor,59595.0,Married,6806.49,Standard,2013,9,,,48420,156,32,60240,60240.0,1632,293,True,False,True,False,False
1829,159680,Canada,Saskatchewan,Regina,S1J 3C5,College,,Divorced,6811.58,Standard,2015,10,,,48420,156,48,77264,77264.0,998,180,True,False,True,False,False
1830,748105,Canada,Manitoba,Winnipeg,R6Y 4T5,Bachelor,64065.0,Married,6817.43,Standard,2014,11,2015.0,7.0,48420,156,0,0,0.0,0,0,False,True,True,False,False
1831,428383,Canada,Ontario,Toronto,P1J 8T7,College,,Single,6826.8,Standard,2013,3,2017.0,3.0,48420,156,2,2339,2339.0,0,0,True,False,True,False,False
1832,109612,Canada,Prince Edward Island,Charlottetown,C1A 6E8,College,,Divorced,6827.18,Standard,2017,9,2018.0,8.0,48420,156,17,30477,30477.0,667,120,True,False,True,False,False
1833,703621,Canada,British Columbia,Vancouver,V6E 3Z3,College,,Divorced,6827.18,Standard,2014,7,,,48420,156,30,49369,49369.0,1687,304,True,False,True,False,False
1834,940874,Canada,Prince Edward Island,Charlottetown,C1A 6E8,College,,Single,6829.41,Standard,2013,11,2015.0,6.0,48420,156,0,0,0.0,0,0,False,True,True,False,False
1835,985757,Canada,Ontario,Toronto,M2Z 4K1,College,,Married,6832.11,Standard,2018,12,,,48420,156,41,66635,66635.0,704,127,True,False,True,False,False
1836,708160,Canada,Ontario,Ottawa,K1F 2R2,College,,Single,6843.85,Standard,2015,6,,,48420,156,40,52106,52106.0,1043,187,False,True,True,False,False
1837,127185,Canada,Quebec,Montreal,H2Y 2W2,College,,Divorced,6846.15,Standard,2016,7,,,48420,156,37,59999,59999.0,0,0,False,True,True,False,False
1838,318945,Canada,New Brunswick,Fredericton,E3B 2H2,College,,Divorced,6846.15,Standard,2016,6,,,48420,156,32,45254,45254.0,903,163,False,True,True,False,False
1839,157300,Canada,British Columbia,West Vancouver,V6V 8Z3,Bachelor,52832.0,Married,8617.55,2018 Promotion,2018,3,2018.0,11.0,22198,77,53,78711,118066.5,0,0,True,False,True,False,False
1840,408990,Canada,Ontario,Toronto,M8Y 4K8,College,,Single,6852.0,Standard,2013,7,,,48420,156,42,57362,57362.0,646,116,False,True,True,False,False
1841,595624,Canada,Quebec,Tremblant,H5Y 2S9,Bachelor,51161.0,Single,6852.36,Standard,2018,10,,,48420,156,5,6152,6152.0,0,0,True,False,True,False,False
1842,730715,Canada,New Brunswick,Moncton,E1A 2A7,Bachelor,51161.0,Single,6852.36,Standard,2015,1,,,48420,156,60,93879,93879.0,527,95,True,False,True,False,False
1843,353648,Canada,British Columbia,Victoria,V10 6T5,College,,Single,6857.52,Standard,2017,2,2017.0,12.0,48420,156,15,25424,25424.0,520,94,True,False,True,False,False
1844,967241,Canada,Quebec,Hull,J8Y 3Z5,College,,Single,6857.52,Standard,2014,11,,,48420,156,48,72665,72665.0,437,79,False,True,True,False,False
1845,314713,Canada,British Columbia,Whistler,V6T 1Y8,College,,Divorced,6860.59,Standard,2017,8,,,48420,156,15,23394,23394.0,841,151,True,False,True,False,False
1846,367685,Canada,British Columbia,Whistler,V6T 1Y8,College,,Single,6861.28,Standard,2018,6,2018.0,9.0,48420,156,10,10836,10836.0,0,0,True,False,True,False,False
1847,207576,Canada,Alberta,Edmonton,T3G 6Y6,Bachelor,71992.0,Married,6862.51,Standard,2012,5,,,48420,156,44,64687,64687.0,1191,214,False,True,True,False,False
1848,511226,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,103151.0,Single,8622.84,2018 Promotion,2018,3,,,22198,77,52,70202,105303.0,849,153,False,True,True,False,False
1849,866417,Canada,Ontario,Kingston,M9K 2P4,Bachelor,102764.0,Married,6864.65,Standard,2018,11,,,48420,156,4,6428,6428.0,0,0,True,False,True,False,False
1850,392206,Canada,British Columbia,West Vancouver,V6V 8Z3,College,,Single,6869.19,Standard,2012,12,,,48420,156,43,65052,65052.0,539,97,False,True,True,False,False
1851,967727,Canada,Quebec,Montreal,H2T 2J6,College,,Single,6869.19,Standard,2018,6,,,48420,156,8,13708,13708.0,0,0,True,False,True,False,False
1852,462833,Canada,Ontario,Toronto,M8Y 4K8,College,,Married,6871.97,Standard,2016,4,,,48420,156,38,58047,58047.0,1910,344,True,False,True,False,False
1853,971097,Canada,Ontario,Sudbury,M5V 1G5,College,,Single,6872.04,Standard,2014,10,,,48420,156,36,48977,48977.0,927,167,False,True,True,False,False
1854,338346,Canada,British Columbia,Whistler,V6T 1Y8,College,,Single,6875.61,Standard,2014,9,,,48420,156,35,39191,39191.0,1944,350,False,True,True,False,False
1855,550173,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,91879.0,Divorced,6876.31,Standard,2015,10,,,48420,156,29,36893,36893.0,720,130,True,False,True,False,False
1856,950896,Canada,British Columbia,Vancouver,V5R 1W3,College,,Divorced,6877.82,Standard,2018,8,,,48420,156,7,9871,9871.0,0,0,True,False,True,False,False
1857,354442,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,78691.0,Married,6880.47,Standard,2017,1,,,48420,156,28,47270,47270.0,1610,289,True,False,True,False,False
1858,410373,Canada,New Brunswick,Fredericton,E3B 2H2,College,,Single,6880.63,Standard,2013,1,,,48420,156,0,0,0.0,0,0,True,False,True,False,False
1859,884505,Canada,Quebec,Montreal,H4G 3T4,College,,Single,6880.63,Standard,2017,4,,,48420,156,41,52241,52241.0,461,83,False,True,True,False,False
1860,646756,Canada,Quebec,Montreal,H3T 8L4,Bachelor,79178.0,Married,6883.67,Standard,2018,10,,,96840,312,0,0,0.0,0,0,True,False,True,False,False
1861,723707,Canada,British Columbia,Dawson Creek,U5I 4F1,Bachelor,94010.0,Married,6883.69,Standard,2018,5,,,48420,156,12,22628,22628.0,0,0,False,True,True,False,False
1862,795820,Canada,Alberta,Calgary,T3E 2V9,College,,Divorced,6889.1,Standard,2017,1,,,48420,156,29,45453,45453.0,0,0,True,False,True,False,False
1863,586076,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,82043.0,Married,8712.16,2018 Promotion,2018,2,,,22198,77,32,49546,74319.0,0,0,False,True,True,False,False
1864,452279,Canada,British Columbia,Victoria,V10 6T5,College,,Single,6893.17,Standard,2017,3,2017.0,11.0,48420,156,15,27965,27965.0,379,68,False,True,True,False,False
1865,431392,Canada,British Columbia,Vancouver,V6E 3D9,College,,Single,6896.09,Standard,2018,11,,,48420,156,2,2678,2678.0,0,0,False,True,True,False,False
1866,449084,Canada,Nova Scotia,Halifax,B3C 2M8,Bachelor,79717.0,Married,6897.51,Standard,2012,5,,,48420,156,50,89793,89793.0,782,141,True,False,True,False,False
1867,489549,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,79717.0,Married,6897.51,Standard,2018,1,2018.0,9.0,48420,156,11,16732,16732.0,0,0,True,False,True,False,False
1868,530613,Canada,Ontario,London,M5B 3E4,High School or Below,51522.0,Married,6903.95,Standard,2015,5,,,48420,156,32,47400,47400.0,514,93,True,False,True,False,False
1869,293685,Canada,Ontario,Ottawa,K1F 2R2,High School or Below,46225.0,Married,6906.2,Standard,2016,9,,,48420,156,16,17253,17253.0,370,67,True,False,True,False,False
1870,213979,Canada,Ontario,Kingston,M9K 2P4,Bachelor,63218.0,Married,6907.55,Standard,2012,9,,,48420,156,38,56521,56521.0,1335,240,False,True,True,False,False
1871,442980,Canada,Ontario,Toronto,P2T 6G3,College,,Married,6912.04,Standard,2016,9,,,48420,156,35,58187,58187.0,2144,386,True,False,True,False,False
1872,438383,Canada,Ontario,Kingston,M9K 2P4,Master,123546.0,Divorced,6913.57,Standard,2017,9,,,48420,156,23,36312,36312.0,0,0,True,False,True,False,False
1873,470802,Canada,Ontario,Toronto,M2Z 4K1,High School or Below,52717.0,Married,6921.97,Standard,2018,7,,,48420,156,13,17501,17501.0,527,95,True,False,True,False,False
1874,932453,Canada,Nova Scotia,Halifax,B3C 2M8,Bachelor,96954.0,Married,6925.18,Standard,2015,3,,,48420,156,32,50449,50449.0,1537,277,True,False,True,False,False
1875,153953,Canada,Quebec,Montreal,H2T 2J6,Bachelor,53360.0,Single,6930.63,Standard,2017,12,,,48420,156,25,34418,34418.0,2188,394,False,True,True,False,False
1876,384737,Canada,British Columbia,Victoria,V10 6T5,Bachelor,53360.0,Single,6930.63,Standard,2016,1,2016.0,9.0,48420,156,0,0,0.0,0,0,True,False,True,False,False
1877,137999,Canada,Ontario,Trenton,K8V 4B2,Bachelor,70787.0,Single,6938.87,Standard,2012,7,,,48420,156,41,55062,55062.0,594,107,True,False,True,False,False
1878,838553,Canada,British Columbia,Vancouver,V6E 3Z3,Bachelor,70787.0,Single,6938.87,Standard,2017,7,2018.0,3.0,48420,156,7,7557,7557.0,683,123,False,True,True,False,False
1879,771943,Canada,Ontario,Toronto,P1J 8T7,College,,Married,6940.97,Standard,2014,7,,,48420,156,45,64000,64000.0,2202,396,True,False,True,False,False
1880,523188,Canada,British Columbia,Dawson Creek,U5I 4F1,College,,Divorced,8714.92,2018 Promotion,2018,3,,,22198,77,47,72192,108288.0,0,0,False,True,True,False,False
1881,384602,Canada,Ontario,Toronto,M2Z 4K1,College,,Married,6941.9,Standard,2015,4,2017.0,5.0,48420,156,11,10143,10143.0,656,118,True,False,True,False,False
1882,281328,Canada,New Brunswick,Fredericton,E3B 2H2,Doctor,244617.0,Married,6943.56,Standard,2013,9,,,48420,156,30,34187,34187.0,409,74,True,False,True,False,False
1883,784271,Canada,Quebec,Montreal,H4G 3T4,Doctor,244617.0,Married,6943.56,Standard,2014,11,,,48420,156,23,40402,40402.0,1980,357,False,True,True,False,False
1884,983242,Canada,British Columbia,Dawson Creek,U5I 4F1,Bachelor,61614.0,Single,6948.33,Standard,2013,2,,,48420,156,50,83982,83982.0,1349,243,True,False,True,False,False
1885,714206,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,47776.0,Married,6950.1,Standard,2013,10,,,48420,156,40,50946,50946.0,1130,204,False,True,True,False,False
1886,279468,Canada,British Columbia,Vancouver,V6E 3Z3,College,,Married,6961.95,Standard,2017,2,,,48420,156,52,68715,68715.0,0,0,True,False,True,False,False
1887,760166,Canada,Prince Edward Island,Charlottetown,C1A 6E8,College,,Married,6961.95,Standard,2017,6,,,48420,156,41,61912,61912.0,426,77,False,True,True,False,False
1888,616667,Canada,British Columbia,Vancouver,V5R 1W3,Doctor,274508.0,Married,6966.32,Standard,2014,3,,,48420,156,32,56724,56724.0,1637,295,True,False,True,False,False
1889,881818,Canada,Alberta,Banff,T4V 1D4,Bachelor,62521.0,Married,6966.69,Standard,2017,7,,,48420,156,32,54997,54997.0,1166,210,False,True,True,False,False
1890,677963,Canada,British Columbia,Vancouver,V6E 3D9,Doctor,256041.0,Married,6974.92,Standard,2015,9,,,48420,156,26,34560,34560.0,1250,226,True,False,True,False,False
1891,944454,Canada,Quebec,Montreal,H2T 2J6,College,,Single,6980.33,Standard,2018,1,,,48420,156,14,22904,22904.0,450,81,False,True,True,False,False
1892,932270,Canada,British Columbia,Vancouver,V1E 4R6,College,,Married,6986.6,Standard,2013,3,,,48420,156,49,79163,79163.0,1592,287,False,True,True,False,False
1893,133065,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,48421.0,Married,6990.92,Standard,2014,10,,,48420,156,27,40012,40012.0,1275,230,False,True,True,False,False
1894,959977,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,-12497.0,Married,9453.0,2018 Promotion,2018,3,,,22198,77,67,74553,111829.5,587,106,True,False,True,False,False
1895,270730,Canada,Quebec,Montreal,H2Y 2W2,Bachelor,101168.0,Married,6992.53,Standard,2012,10,,,48420,156,43,72833,72833.0,1754,315,False,True,True,False,False
1896,938482,Canada,Manitoba,Winnipeg,R2C 0M5,Bachelor,101168.0,Married,6992.53,Standard,2016,8,2017.0,9.0,48420,156,15,21910,21910.0,0,0,False,True,True,False,False
1897,181852,Canada,Ontario,Ottawa,K1G 4Z0,College,,Single,6993.38,Standard,2016,10,,,48420,156,40,51011,51011.0,795,143,False,True,True,False,False
1898,321457,Canada,Ontario,Toronto,M2M 7K8,Bachelor,73572.0,Married,6997.83,Standard,2016,1,,,48420,156,34,44141,44141.0,491,88,True,False,True,False,False
1899,992986,Canada,Quebec,Hull,J8Y 3Z5,College,,Single,7017.15,Standard,2017,4,,,48420,156,42,64995,64995.0,2523,453,True,False,True,False,False
1900,215952,Canada,New Brunswick,Fredericton,E3B 2H2,Master,123841.0,Married,7019.18,Standard,2012,8,,,48420,156,27,32124,32124.0,328,59,False,True,True,False,False
1901,662973,Canada,Ontario,Toronto,M2M 7K8,Master,123841.0,Married,7019.18,Standard,2015,4,,,48420,156,32,48927,48927.0,518,93,False,True,True,False,False
1902,800450,Canada,Ontario,Ottawa,K1G 4Z0,Master,123841.0,Married,7019.18,Standard,2016,12,,,48420,156,40,72142,72142.0,0,0,True,False,True,False,False
1903,926494,Canada,Quebec,Tremblant,H5Y 2S9,Master,123841.0,Married,7019.18,Standard,2015,11,,,48420,156,37,52858,52858.0,1349,243,False,True,True,False,False
1904,262574,Canada,Quebec,Montreal,H2T 9K8,Bachelor,50000.0,Divorced,7025.04,Standard,2018,7,,,48420,156,13,18135,18135.0,0,0,True,False,True,False,False
1905,672649,Canada,British Columbia,Vancouver,V1E 4R6,Bachelor,53089.0,Married,10390.67,2018 Promotion,2018,3,,,22198,77,34,56924,85386.0,0,0,True,False,True,False,False
1906,552364,Canada,British Columbia,Vancouver,V1E 4R6,College,,Single,7027.76,Standard,2016,9,,,48420,156,21,31367,31367.0,1433,258,False,True,True,False,False
1907,428922,Canada,British Columbia,Vancouver,V5R 1W3,Master,89964.0,Married,7031.46,Standard,2014,5,,,48420,156,36,54431,54431.0,892,160,True,False,True,False,False
1908,399973,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,51119.0,Married,7031.79,Standard,2013,10,,,48420,156,32,49067,49067.0,594,107,True,False,True,False,False
1909,563386,Canada,Ontario,Toronto,M1R 4K3,College,,Divorced,7035.53,Standard,2017,10,,,48420,156,21,28800,28800.0,0,0,True,False,True,False,False
1910,814067,Canada,Alberta,Calgary,T3E 2V9,College,,Divorced,7035.53,Standard,2012,11,,,48420,156,51,65100,65100.0,0,0,False,True,True,False,False
1911,592145,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,88423.0,Married,7035.76,Standard,2015,1,,,48420,156,31,42315,42315.0,431,78,False,True,True,False,False
1912,632974,Canada,Manitoba,Winnipeg,R6Y 4T5,Bachelor,95307.0,Married,7035.97,Standard,2018,8,,,48420,156,12,22866,22866.0,508,91,False,True,True,False,False
1913,559622,Canada,Ontario,Toronto,M2M 7K8,Bachelor,49643.0,Married,7039.26,Standard,2015,11,,,48420,156,46,70879,70879.0,848,153,True,False,True,False,False
1914,680569,Canada,Quebec,Montreal,H2T 2J6,College,,Married,7046.48,Standard,2015,12,,,48420,156,46,79157,79157.0,1658,298,False,True,True,False,False
1915,894532,Canada,British Columbia,Kelowna,V09 2E9,Bachelor,68416.0,Married,10392.96,2018 Promotion,2018,4,,,22198,77,65,119612,179418.0,0,0,True,False,True,False,False
1916,278928,Canada,Ontario,Trenton,K8V 4B2,College,,Single,7054.78,Standard,2018,6,,,48420,156,11,14824,14824.0,0,0,True,False,True,False,False
1917,572448,Canada,British Columbia,Vancouver,V6E 3D9,College,,Single,7054.78,Standard,2018,10,,,48420,156,8,14607,14607.0,0,0,False,True,True,False,False
1918,861480,Canada,British Columbia,Vancouver,V6E 3D9,College,,Single,7055.96,Standard,2018,10,,,48420,156,6,7083,7083.0,0,0,False,True,True,False,False
1919,146086,Canada,Nova Scotia,Halifax,B3J 9S2,Bachelor,70285.0,Single,7057.46,Standard,2015,11,,,48420,156,40,50711,50711.0,932,168,True,False,True,False,False
1920,580341,Canada,British Columbia,Victoria,V10 6T5,Bachelor,59596.0,Married,7057.89,Standard,2014,4,,,48420,156,47,83130,83130.0,1453,261,True,False,True,False,False
1921,526349,Canada,British Columbia,West Vancouver,V6V 8Z3,Bachelor,78641.0,Married,7069.74,Standard,2012,8,,,48420,156,37,50719,50719.0,2396,431,True,False,True,False,False
1922,262351,Canada,Quebec,Montreal,H2T 9K8,Bachelor,98168.0,Divorced,7072.93,Standard,2017,11,,,48420,156,12,24385,24385.0,1099,198,True,False,True,False,False
1923,458745,Canada,British Columbia,Vancouver,V5R 1W3,Bachelor,68665.0,Divorced,11926.75,2018 Promotion,2018,3,2018.0,11.0,22198,77,24,22800,34200.0,423,76,True,False,True,False,False
1924,543852,Canada,Quebec,Montreal,H2T 2J6,Bachelor,101063.0,Married,7074.4,Standard,2014,3,,,48420,156,38,60270,60270.0,1611,289,True,False,True,False,False
1925,307631,Canada,Ontario,Toronto,M2Z 4K1,College,,Single,7076.65,Standard,2017,1,2017.0,9.0,48420,156,12,21074,21074.0,611,110,True,False,True,False,False
1926,350059,Canada,British Columbia,Dawson Creek,U5I 4F1,College,,Single,7076.65,Standard,2017,11,2018.0,7.0,48420,156,14,23269,23269.0,0,0,True,False,True,False,False
1927,486776,Canada,Quebec,Hull,J8Y 3Z5,Doctor,276623.0,Married,7080.13,Standard,2014,1,,,48420,156,43,51222,51222.0,736,133,False,True,True,False,False
1928,611247,Canada,Quebec,Quebec City,G1B 3L5,Bachelor,100585.0,Married,7081.69,Standard,2012,8,,,48420,156,0,0,0.0,0,0,True,False,True,False,False
1929,251095,Canada,Alberta,Edmonton,T9G 1W3,Bachelor,70916.0,Divorced,7082.83,Standard,2016,11,,,48420,156,46,57513,57513.0,1291,232,True,False,True,False,False
1930,242812,Canada,Ontario,Thunder Bay,K8T 5M5,Bachelor,102904.0,Married,7083.64,Standard,2015,8,,,48420,156,43,70824,70824.0,1601,288,True,False,True,False,False
1931,822727,Canada,Ontario,Trenton,K8V 4B2,College,,Single,7086.18,Standard,2015,11,2018.0,6.0,48420,156,40,73222,73222.0,766,138,True,False,True,False,False
1932,526344,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,70475.0,Married,7089.68,Standard,2018,1,,,48420,156,23,34372,34372.0,1963,353,True,False,True,False,False
1933,870522,Canada,Quebec,Montreal,H2T 9K8,Bachelor,70475.0,Married,7089.68,Standard,2016,5,,,48420,156,46,61694,61694.0,378,68,True,False,True,False,False
1934,337925,Canada,Quebec,Hull,J8Y 3Z5,Bachelor,65021.0,Divorced,7090.47,Standard,2014,8,,,48420,156,36,62157,62157.0,0,0,True,False,True,False,False
1935,874363,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,85235.0,Married,7094.16,Standard,2018,11,,,48420,156,0,0,0.0,0,0,False,True,True,False,False
1936,507555,Canada,Ontario,Toronto,P1J 8T7,Bachelor,48760.0,Married,7094.17,Standard,2014,3,,,48420,156,49,63534,63534.0,3569,642,False,True,True,False,False
1937,201273,Canada,British Columbia,Vancouver,V6E 3Z3,High School or Below,58735.0,Married,12516.92,2018 Promotion,2018,4,,,22198,77,89,150231,225346.5,1092,197,True,False,True,False,False
1938,956558,Canada,British Columbia,Dawson Creek,U5I 4F1,College,,Married,7107.66,Standard,2018,1,,,48420,156,28,42843,42843.0,0,0,False,True,True,False,False
1939,966580,Canada,Ontario,Trenton,K8V 4B2,Bachelor,82910.0,Divorced,7109.3,Standard,2015,12,,,48420,156,32,49738,49738.0,2349,423,True,False,True,False,False
1940,462993,Canada,Quebec,Montreal,H2T 9K8,Bachelor,79157.0,Divorced,7122.27,Standard,2013,11,,,48420,156,33,51681,51681.0,1763,317,True,False,True,False,False
1941,601027,Canada,British Columbia,Whistler,V6T 1Y8,Bachelor,79157.0,Divorced,7122.27,Standard,2014,9,,,48420,156,45,69524,69524.0,1210,218,True,False,True,False,False
1942,266536,Canada,Quebec,Hull,J8Y 3Z5,Bachelor,47884.0,Married,7123.08,Standard,2015,10,,,48420,156,22,30821,30821.0,0,0,False,True,True,False,False
1943,390924,Canada,British Columbia,Vancouver,V1E 4R6,Doctor,72997.0,Single,7130.29,Standard,2016,11,2017.0,7.0,48420,156,10,16752,16752.0,0,0,False,True,True,False,False
1944,184035,Canada,British Columbia,Vancouver,V6E 3D9,Bachelor,75657.0,Married,7143.04,Standard,2014,7,,,48420,156,25,39792,39792.0,0,0,False,True,True,False,False
1945,632398,Canada,Ontario,Trenton,K8V 4B2,Bachelor,75657.0,Married,7143.04,Standard,2013,8,,,48420,156,43,55982,55982.0,1483,267,True,False,True,False,False
1946,290994,Canada,Ontario,Kingston,M9K 2P4,Bachelor,58588.0,Single,7158.53,Standard,2012,12,,,48420,156,37,67946,67946.0,373,67,True,False,True,False,False
